Customer,Site,Device Class,Device Name,OS,Status,Matched to Inventory
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-OO90PON,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-Q71L6AS,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-TV23IMA,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Kaylalaptop,"Aug 16, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-3DQTS74,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-5Y62PC4,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-63MPBH4,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-8C90CB4,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-HB5Y8H4,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-HPAGDCHD,"Aug 03, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-J1MPBH4,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LT-71WQGD4,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-89Y1394,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-9C1Y084,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-Kelly,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-Marcia,"Aug 18, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-PF3RJJDM,"Aug 17, 2026",Not Installed,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Marciaslaptop,"Aug 07, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,DESKTOP-LAB,"Aug 18, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,DESKTOP-RKAPLAN,"Aug 18, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,DESKTOP-SJOHNSON,"Aug 18, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Laptop,Fran-Laptop,"Aug 16, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,Fran-PC,"Aug 18, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Laptop,LAPTOP-Nelloms,"Jul 02, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,LSmith-PC,"Aug 18, 2026",Not Installed,True
Personal Care Physicians of Atlanta,No Site,Windows Laptop,Laptop-EKG-SPIRO,"Aug 18, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Bergen),Windows Laptop,PPS-LT-MARISOL,"Aug 17, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Cartersville),Windows Laptop,PPS-LT-CRYSTAL,"Jul 20, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Cartersville),Windows Laptop,PPS-LT-KASEY,"Jun 12, 2026",Not Installed,True
Preferred Personnel Solutions*,"Preferred Personnel Solutions (Fairburn, GA)",Windows Laptop,PPS-LT-KAYLAM,"Aug 18, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-03,"Jul 22, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-04-Liz,"Aug 17, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-LAKYNB,"Aug 18, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-LIZZIE,"Aug 18, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-PAM,"Aug 18, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Workstation,SS-Home10-25,"Aug 17, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,pps-test,"May 19, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Workstation,DT-CORP-PIT4,"Aug 13, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Workstation,DT-LTSP-PIT2,"Aug 17, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Workstation,DT-LTSP-PIT3,"Aug 18, 2026",Not Installed,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Laptop,PPS-LT-JFLORES,"Aug 17, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,DESKTOP-TTODJP8,"Aug 18, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,DESKTOP-U5ETDVF,"Aug 18, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,DESKTOP-UTMSKNG,"Aug 17, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,Didier,"Aug 17, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,GP-RTCO,"Aug 17, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,Maintenance,"Aug 18, 2026",Not Installed,True
RTCO Packaging LLC,No Site,Windows Laptop,ProcessEng,"Aug 18, 2026",Not Installed,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,ATL-LT-0760,"Aug 18, 2026",Not Installed,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,ATL-LT0682,"Jun 23, 2026",Not Installed,True
"SECO (Ft. Worth, TX)",No Site,Windows Workstation,FTW-DT0620,"Aug 17, 2026",Not Installed,True
"SECO (Ft. Worth, TX)",No Site,Windows Workstation,FTW-DT0621,"Aug 17, 2026",Not Installed,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,FTW-LT-0340,"Aug 17, 2026",Not Installed,True
SECO (Garland),No Site,Windows Laptop,ATL-LT0664,"Aug 18, 2026",Not Installed,True
SECO (Garland),No Site,Windows Workstation,DAL-DT-Supervisors,"Aug 17, 2026",Failed,True
SECO (Garland),No Site,Windows Workstation,DAL-DT0367,"Aug 18, 2026",Not Installed,True
SECO (Garland),No Site,Windows Laptop,DAL-LT0730,"Aug 17, 2026",Not Installed,True
SECO (Garland),No Site,Windows Workstation,DallasImagingPC,"Aug 17, 2026",Not Installed,True
SECO (Garland),No Site,Windows Laptop,LAPTOP-ESU8IVKD,"Aug 13, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,AT-LT0654,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL--LT0680,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0036,"Aug 14, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0045,"Aug 17, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0381,"Aug 18, 2026","Failed, Not Installed",True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0579,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0721,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0740,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT0371,"Aug 17, 2026","Failed, Not Installed",True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT0739,"Aug 17, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT0758,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0574,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0683,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0731,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0738,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0742,"Aug 17, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0611,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0652,"Aug 05, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0684,"Jul 20, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0685,"Aug 17, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0686,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0687,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0706,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0707,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0709,"Aug 15, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0726,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0727,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0732,"Aug 17, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0743,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0751,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0765,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL_DT-0352,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,DESKTOP-KBLT403,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,DESKTOP-M4PSIKR,"Aug 14, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,DT-ATL-Secoops3,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,GaurdHouse,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-0049,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-0570,"Aug 17, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-0668,"Aug 18, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-ED1,"Aug 09, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-ED2,"Jul 07, 2026",Not Installed,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-KMorrison,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-AMcLendon2,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Workstation,LT-CCampbell,"Aug 17, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-CCorchado,"Aug 17, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-DSmith,"Aug 17, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-EBarrientos,"Aug 17, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-JNorton,"Aug 17, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-KWallace,"Aug 17, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-MCaraballo,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-SBuckley,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-SElrod,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-SHopkins,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-TTurner,"Aug 18, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,Skld-dul-tab1,"Aug 10, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,Skld-dul-tab2,"Aug 13, 2026",Not Installed,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (McDonough, GA)",Windows Laptop,Skld-mcd-tab1,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-4YDR794,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-76FZ7V3,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-93T3894,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-BCM6894,"Jul 02, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513NCC,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513NCV,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513ND2,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513ND4,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL55152LY,"Jun 16, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-DT-B5JR664,"Aug 05, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-DT-MXL0513NCS,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Carrie,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Laura,"Aug 09, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Nicole,"Aug 15, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Sarah,"Aug 09, 2026","Failed, Not Installed",True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Daniel-11-L-Del,"Jul 15, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Eric-11-ZBook,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,HP-DavidG,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Thad-11-L-Dell,"Aug 03, 2026",Not Installed,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Laptop,DESKTOP-3OC9KQE,"Apr 30, 2026",Not Installed,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Workstation,DESKTOP-H4GKCQO,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Workstation,Dell-9020-AL,"Jul 27, 2026",Not Installed,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Workstation,FT-DT-26IHEDD,"Aug 13, 2026",Not Installed,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Laptop,FT-LT-PF6D4CR3,"Aug 10, 2026",Not Installed,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Laptop,LAPTOP-C6370MUB,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,DESKTOP-4K8HES6,"Aug 16, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HB6152-HP,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-1R9ZQW1,"Aug 14, 2026",Failed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-6CKTDZ3,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-6FF8C42,"Aug 17, 2026",Failed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-7FW1SW1,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-GMQVN22,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-J403V1131,"Jun 01, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-J403V1208,"May 04, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-P206ZQE0,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-PF6BWLLL,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-SD00MJSC,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-SD00P79W,"Aug 17, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Norplex Centralia Plant,Windows Laptop,Norplex40,"Aug 14, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Norplex, Inc.",Windows Laptop,Jerry-Surface,"Aug 02, 2026",Not Installed,True
Soteria Flexibles (HQ)*,"Norplex, Inc.",Windows Workstation,NORPLEX41,"Aug 17, 2026",Failed,True
Soteria Flexibles (HQ)*,Quality Extrusion Inc,Windows Workstation,QE-DT-D9ZQDZ3,"Aug 18, 2026",Not Installed,True
Soteria Flexibles (HQ)*,Quality Extrusion Inc,Windows Workstation,QE-DT-HJYQDZ3,"Aug 17, 2026",Not Installed,True
Sunbelt Displays,No Site,Windows Workstation,ADAMH-PC,"Aug 18, 2026",Failed,True
Sunbelt Displays,No Site,Windows Workstation,COHERENT-2,"Aug 18, 2026",Failed,True
Sunbelt Displays,No Site,Windows Laptop,ConfRoom,"Aug 18, 2026","Failed, Not Installed",True
Sunbelt Displays,No Site,Windows Workstation,ESKO-PC,"Aug 18, 2026",Failed,True
Sunbelt Displays,No Site,Windows Laptop,LAPTOP-9L7CT9V4,"Aug 17, 2026",Not Installed,True
Sunbelt Displays,No Site,Windows Laptop,LAPTOP-T48ROMG0,"Aug 17, 2026",Not Installed,True
Sunbelt Displays,No Site,Windows Workstation,NEWCSR,"Aug 18, 2026",Failed,True
Sunbelt Displays,No Site,Windows Workstation,TITAN-HS-RIP-PC,"Aug 18, 2026",Failed,True
Sunbelt Displays,No Site,Windows Workstation,ZUND-PC-New,"Aug 18, 2026",Not Installed,True
Sunbelt Displays,No Site,Windows Laptop,salesremote,"Aug 18, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,After-Hours-LT,"Aug 15, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,DESKTOP-6DK8EQ7,"May 07, 2026",Not Installed,True
TLM Transport,No Site,Windows Workstation,DESKTOP-THOMAS,"Aug 18, 2026",Not Installed,True
TLM Transport,No Site,Windows Workstation,DESKTOP-ZACH,"Aug 18, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,LAPTOP-22NAERP5,"Aug 17, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,LAPTOP-KENDALL,"Aug 15, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,LAPTOP-PF3WHD8V,"Aug 12, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,LAPTOP-TAMMY,"Aug 18, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,LAPTOP-TAYLER,"Aug 17, 2026",Not Installed,True
TLM Transport,No Site,Windows Laptop,TLM-Sharon,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (Alpharetta Forsyth),Windows Laptop,TBWORK167,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (Buckhead),Windows Laptop,TBWORK164,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (East Cobb),Windows Workstation,TBWORK145,"Jul 28, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (Galleria),Windows Workstation,TBWORK122,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TB-SURFACE4,"Jul 15, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK131,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK143,"Aug 01, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK146,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK149,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK154,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK156,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK158,"Aug 17, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK169,"Aug 18, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK61,"Aug 13, 2026",Not Installed,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK95,"Aug 13, 2026","Failed, Not Installed",True
Thomas and Brown*,"Thomas and Brown LLC (Rome, GA)",Windows Workstation,TBWORK125,"Aug 09, 2026",Not Installed,True
Turner Chapel AME Church (Main Location),No Site,Windows Workstation,TCC-163561 (jumpbox),"Aug 18, 2026",Not Installed,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-9310-TBRIGHT-L,"Aug 18, 2026",Not Installed,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-9520-PDEAS-L,"Jul 20, 2026",Not Installed,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-XPS-Intern,"Aug 11, 2026",Not Installed,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-XPS-Sharon,"Aug 14, 2026",Not Installed,True
ViscoTec America Inc.,No Site,Windows Laptop,DESKTOP-2UD59KO,"Aug 17, 2026",Not Installed,True
ViscoTec America Inc.,No Site,Windows Laptop,LAPTOP-7K5LN94,"Aug 17, 2026",Not Installed,True
ViscoTec America Inc.,No Site,Windows Laptop,LAPTOP-MQQNH5RF,"Aug 17, 2026",Not Installed,True
ViscoTec America Inc.,No Site,Windows Laptop,PK-ThinkPad-New,"Aug 16, 2026",Not Installed,True
ViscoTec America Inc.,No Site,Windows Laptop,VTLPT-VPSAREV,"Aug 18, 2026",Not Installed,True
ViscoTec America Inc.,No Site,Windows Workstation,VTUSNB021,"Aug 17, 2026",Failed,True
WLM Contracting,No Site,Windows Laptop,Jeremiah,"Aug 17, 2026",Not Installed,True
WLM Contracting,No Site,Windows Workstation,Kym-Desktop2,"Aug 17, 2026",Not Installed,True
WLM Contracting,No Site,Windows Laptop,Meagan,"Aug 18, 2026",Not Installed,True
WLM Contracting,No Site,Windows Laptop,malissapc,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-2NKQPFQ,"Aug 17, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-30PI9AF,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Workstation,DESKTOP-7493V97,"Aug 17, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Workstation,DESKTOP-8H0B2OI,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-MI68ONT,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Workstation,DESKTOP-PFRR9P5,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-QDEF7RL,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Workstation,Heather,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,JohnRMobile,"Aug 17, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Workstation,KellyWsrOffice,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,LAPTOP-PW0JSYTZ,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Workstation,Mona-Office,"Aug 18, 2026",Not Installed,True
"Worley, Schilling & Randall",No Site,Windows Laptop,Office,"Jul 23, 2026",Not Installed,True
